,appID,body,recordID,relevant,reviewID,score,timestamp,title,Potential or Activity,Victim/Abuser/Third
129,384830320,"I recommend to everyone. Before this app I used google locator, but since they closed their app, this locator is the best. You can spy or just to be sure that your kid in safe place. Thanks!",39718,y,1004023586,,2014-06-04T02:58:35Z,The best in App Store!!!,A,A
1,384830320,My sisters and my mom love the app. We are able to keep track of each other on this. We stalk our mom this.,39997,,1066071423,,2014-09-18T03:08:55Z,Love the app,A,A
38,384830320,"I hate this app so much! My mother is always questioning me and if I delete it she will ground me I&#39;m so pisses at who ever made this friggin app!!!😡😡
No one want their parents to stalk them!!😡😡",40139,,1059072336,,2014-09-05T00:23:20Z,I hate this app!!,A,V
154,384830320,Great way for your mom to stalk you.,40544,,1042043318,,2014-08-07T04:08:00Z,No,A,V
7,384830320,I think this app is fun to stalk your family!!!! And it works really well and useful!!!,40624,,1038649407,,2014-08-01T09:46:03Z,Fun app,A,A
51,384830320,Love that I can stalk my whole family! Muahahahaha! 😜,40659,,1037275752,,2014-07-30T01:31:39Z,Love it!,A,A
292,384830320,This app has changed for the better over time and is a very good option for stalking my family members.,41824,,995601672,,2014-05-19T23:04:01Z,Much Improved,A,A
218,384830320,My mom put this app on my phone without me knowing. This app is only used for spying and is an invasion of privacy.,41852,,994115241,,2014-05-17T04:27:35Z,Not good,A,V
42,384830320,"O_o This app is so incredible! It actually lets u know what crimes are going on & where they are located! Plus, now spying girlfriends/wives have just gone to a whole new level! ;)",42912,y,808865400,,2013-05-22T23:05:00Z,Outstanding!!!!,A,A
145,384830320,Simple way to turn an old droid or iPhone into super spy GPS tracker gear.,43007,y,804892734,,2013-05-15T07:38:43Z,"Easy, straight forward, and very reliable",P,T
295,384830320,This app is great. Don&#39;t get it though. Don&#39;t let your mother talk you into getting it. She will stalk you just like mine does. I don&#39;t mind though. Awesome app though.,43235,,872602119,,2013-09-19T20:44:48Z,Yeah. Only three stars.,A,V
28,384830320,I love how parents are stalking their kids now lol ... This app is awesome,43700,,850242223,,2013-08-07T22:04:46Z,5 *,A,A
212,384830320,This app is pretty cool in a far out kind of way. Now I can spy on my family. 😎,43939,,837866170,,2013-07-17T02:06:17Z,Excellent!,A,A
78,384830320,Love spying on my siblings and friends... Bwahahahahahah,44855,,808803557,,2013-05-22T20:00:11Z,Great app,A,A
13,384830320,"What can I say,work very well,it's good tool to spy your partner every time =.=",45198,y,741920134,,2013-02-01T21:14:36Z,Work well,A,A
41,384830320,Love stalking my family!,46418,,763823624,,2013-03-05T00:28:01Z,Love it!,A,A
109,384830320,perfect app for stalking all of my ex girlfriends,46792,,752939059,,2013-02-17T06:18:12Z,great app!,A,A
247,384830320,I dislike the idea of this app in any use but a emergency situation. This gives my mom a new way to spy on me.,47682,y,666705657,,2012-09-30T03:01:52Z,Creepy.,A,V
200,384830320,Love it! Great to stalk family members lol,47778,,724378266,,2013-01-07T02:08:37Z,M2M,A,A
84,384830320,A great stalker app. I know where my family is 24-7!!,49701,,665083228,,2012-09-26T21:44:29Z,Love it,A,A
191,384830320,It works for what I need it for... To spy on my wife! But it is off 10-15% of the time!,51062,,626199779,,2012-07-21T01:25:19Z,Could be more accurate,A,A
116,384830320,This is an app for creeps who wanna stalk other people,51256,,618480404,,2012-07-09T03:12:11Z,Garbage,A,V
193,384830320,Awesome app now I can have my girlfriend stalk me everywhere I go&#34;/,51694,,601347372,,2012-06-13T16:16:56Z,Awesome!!!!,A,V
229,384830320,"This is a great app, but it is kinda like a stalking device",52483,,536053224,,2012-02-29T16:51:01Z,Stalking app,P,V
265,384830320,"Now, it is very accurate, it shows exactly how many feet within the are is the person, great for spying people, family use, and possibly a cool little toy!",52995,,478692826,,2011-11-05T15:08:46Z,The update fixed everything!!!!,A,A
41,542203931,"It's good for safety for your children and all, but doesn't it seen like no trust in your children and no privacy for your kids? It's basically spying on everything they do. Ye",57238,y,1103841849,,2014-11-27T03:54:33Z,Not sure..,A,V
236,990229433,"Anyone who has looked at multiple tools like this will appreciate the detailed possibilities with Qustodio. The problem lies in execution. 

Support is pretty lame and their answer is always “reinstall the app” which means that delightful fight you had with your kid about spying on them will be repeated over and over. 

Overall a great tool for monitoring a willing subject that desires accountability but get ready for repeated conflict when using it with someone who resents it.",57935,y,3857203318,,2019-03-08T14:45:47Z,Potential for greatness but major misses,A,A
292,967986300,I wish to have a full app like SPYZIE  and discreet without knowing it,58065,,4967696373,,2019-10-18T16:32:05Z,app with basic function,P,T
114,917089298,"Using the app was a complete waste of time. So I came in contact with this great genius hacker via; globaltrackandspy ( @ ) gmaillcom who is trusted 100% and very effective. I've gotten help from their team to hack my spouse cellphone without having access to the phone. They can hack into any-form of problem you want solved such as call logs, texts, GPS, deleted contents and social media apps at a very affordable cost. I was so happy to come in contact with the right team for the very first time.",59150,y,4923420679,,2019-10-11T13:22:29Z,Best Help!!!,P,A
165,542203931,"Although it has limitations, this is a pretty good app.  It notifies me when my kid tweets or posts on Instagram or FB--without my having to go into those sites one by one. It also notifies me when he arrives at school, leaves school, etc.  pretty awesome for an overprotective mom. 

Disadvantages--it only works over data, so if you have a cheap cellular only plus wifi plan with no data--as I do and probably a lot of people do as they are cheaper--it is less useful as you only get the notifications when your kid connects to wifi.  However, ALL of these big brother apps work this way...believe me I have checked. 

Your kid will know you are watching, so it&#39;s not super stealth or anything.  

Anyway, overall pretty good and I would recommend based on a weeks use.",59326,,1190909250,,2015-05-01T23:10:21Z,Very good for what it is,A,A
270,542203931,this app is for some kind of stalker but if your a mom don&#39;t do it your kids will hate you forever,59333,,1186237362,,2015-04-21T22:56:19Z,horrible,A,V
276,542203931,"This is basically a stalker app for moms!! Your moms can watch your every move! Literally, it pinpoints you!!! I HATE THIS APP",59397,,1050028905,,2014-08-20T13:14:43Z,STALKER!!!,A,V
101,1212520608,Have y'all considered not spying on your kids? Putting a tiny bit of faith in them? Giving them privacy? Creeps,60264,y,1802984492,,2017-09-22T04:37:25Z,Man what,A,V
198,453761271,"My ex wasn't lucky to get away with infidelity. All thanks to globaltrackandspy @gmail who helped me hack into my Ex's phone to get evidence from call logs, emails, texts, gps and all social network conversations without me having any access to the phone which really helped me in court. He is very real and best you can trust with hacking activities.",60275,y,4909065650,,2019-10-08T13:02:47Z,Best Help I had,P,A
59,990229433,"This app is a source of spyware to make sure your children are behaving, right? Each time i see someone using this app, it is just to give a 12-13 year old an hour on their phone. The people who download this do not understand our generation and need to know that its not 1970. Everything is digital in 2019, and this app blocks more than 80% of the stuff that is used at this point in time. I want everyone to try their hardest to get this app shut down for good. Thank You",60301,,3705707323,,2019-01-28T19:28:56Z,"Horrible, Horrible App",A,V
149,990229433,I hate this app pls remove for the kids. You guys are just spying on innocent kids.,60398,,3520578477,,2018-12-11T23:36:10Z,Please remove on App Store.,A,V
106,460832645,Waste of time other users have to have same app...not a good spy app at all,62239,,558127329,,2012-04-06T09:36:55Z,Pointless,A,A
222,453761271,I love this app? I can now spy on my Gf and know where she is at all times,62886,,761862859,,2013-03-02T06:03:42Z,Great app,A,A
43,453761271,"Great app, love spying on people, lol",62904,,735987181,,2013-01-24T18:56:13Z,GPS,A,A
172,447442214,Nice spyware,63061,y,720707448,,2013-01-01T21:15:54Z,Good app,A,A
219,447442214,"Added this to my G/F's phone without telling her. Now I can spy on her. Can't wait to catch her in a lie. Where you at sweety. ""At my mother's house"". ""No your not, your at the mall, spending my money.""",63285,y,684807089,,2012-11-03T11:48:09Z,Awesome,A,A
175,453737545,I can stalk my boyfriend now. &gt;:),63304,,988109537,,2014-05-05T13:18:08Z,Awesome.,A,A
230,447442214,"This app is amazing ! This is the only app I&#39;ve ever taken time out of my day to write a review for ! It&#39;s that awesome , I also love stalking my boyfriend on this app !(;",64472,,887446426,,2013-10-26T03:23:45Z,Great app,A,A
126,447442214,This app is perfect for STALKING.,65705,,676946830,,2012-10-19T17:56:57Z,Awesome,A,A
273,447442214,Pretty cool spy on my hubby all da time!!! Ahahah great app!,65790,,666960744,,2012-09-30T14:00:02Z,Tracker app,A,A
203,447442214,Great app 4 Stalking.,66152,,580899020,,2012-05-10T22:33:22Z,Kool,A,A
35,376101648,"Every time I open this app it asks me to log back in which means it wasn't even tracking my phone in case it were lost or stolen. What do the people who made this app expect ? For the person who stole my phone to log into my phone with my password, then log into the app with my Apple ID and password which he obviously wouldn't know and then to turn the apps location on so I can finally find out where he is. Whoever made this app needs to fix this it doesn't even work properly, and was specifically made for the police and spy's to find out there suspects location without them even being aware. RIDICULOUS. It's disappointing how much these people try to take advantage of ignorant and vulnerable people just for there own benefit.",67403,y,1087423506,,2014-10-28T01:21:51Z,Dysfunctional app,P,T
26,376101648,Having to move to the mainland soon for school. I can finally stalk my gf and know where she is 100% of the time xD she does that to me too but it&#39;s pretty funny and cool and I lost my phone one time by the beach and my friend found it with the app! God bless this app!,69791,,1083153449,,2014-10-19T23:35:45Z,App is great!,A,A
155,376101648,"I downloaded this app thinking I'll never use it. Unfortunately, my phone fell out of my pocket, and I was able to trace it and follow it around the city using my brothers phone until we cornered its precise location (4 miles away from where I dropped it). Luckily, the app told us how much battery was left on my phone and thus how much time we had--and it also let us make a sound at the Taco Bell to find out whose pocket it was in. The poor old man that found my phone (and who hopefully was planning on returning it) had no idea what was happening. This app is the best, and I HIGHLY recommend it. (Small bonus: It also makes you feel like an undercover spy.)",70283,y,800274860,,2013-05-06T18:42:59Z,Definitely a must have.,P,T
252,376101648,"This app is a great to help me stalk my ex- wife,ex-girl friend and my hot coworker! He&#39;ll I stalk my neighbors 17 year old daughter on my account and they have no clue. Thanks Apple your the best!",70368,,991006284,,2014-05-11T05:15:18Z,Find my Stalked,A,A
135,376101648,The alerts are loud and rude and people can stalk you with this its bad my mom uses it to stalk me all the time and now I can&#39;t turn my phone off or it turns it off,71434,,873970745,0.018349938,2013-09-22T15:43:42Z,I hate this,A,V
11,376101648,This app is perfect for stalking ppl ;333,71952,,858586516,,2013-08-23T06:39:13Z,lol,A,A
186,376101648,I used it to spy on my boyfriend😏,72078,,856372128,,2013-08-18T23:54:26Z,Works!,A,A
145,376101648,"Visually, the redesign is...whatever. Better than the redesigned iCal on my Mac, at least.

But what bugs me about this update is that the locations are inaccurate and vary, even when the iPhone you're hunting hasn't moved. I just tried it with my boyfriend's phone (which is sitting in plain view on his nightstand), and after refreshing the map about 30 times in total, his phone was shown as being anywhere from in the apartment to three and four blocks away in any direction. A 16-square-block radius? That's not very helpful when I've lost my phone in downtown Boston. If this was a limitation of Apple's GPS technology, then fine. But before the update, this app was always pinpoint accurate. (Believe me, I've monitored my boyfriend's walk home from campus with the previous version of the app...and yes, I had his permission to do so. It was extremely accurate).

The other thing that bugs me is the location and size of the ""wipe"" button, whig is now on the map page. It's on the bottom right corner, aka the location that I always accidentally bump when I hold my phone with one hand. I don't know if there's a confirmation after pressing the wipe button (according to another reviewer, the Lock  feature doesn't), and I'm too afraid to find out. The bf might me okay with me occasionally spying on his journeys around the city with this app, but I don't think he'd appreciate it if I wiped his phone in the name of curiosity.",72616,y,661633301,,2012-09-20T08:07:12Z,Somehow less accurate than before the update,P,T
240,376101648,"I think this app is very amazing!! 😄
It's such a(n) life savor!!
I also use it to spy on my parent's!! 😏😂",73202,y,614823580,,2012-07-04T00:38:35Z,Amazing! 📱,A,A
18,376101648,I think someone should check on the girlfriend of reviewer Logan$. Sounds like he has kidnapped her after spying on her.,74330,,677416049,,2012-10-20T14:05:00Z,"Scary review ""perfect""",A,T
38,376101648,I can spy on my family !,75071,,657449889,,2012-09-12T18:46:20Z,Awesome,A,A
5,376101648,"I'm pleased with this app. Allows you to keep track of your things, plus spy on loved ones if they have the same account. Helps me find my phone when it's on vibrate. You people are impossible to please",75544,y,456855555,,2011-08-27T17:43:56Z,Works fine,A,A
252,376101648,"I think if someone wants this feature fine make it optional. Yet if you are using findmyiphone you can see if it found it or not. So this is dumb unless Apple genius =es decided they do not want people tracking people with it using like spyware -------

Ok if that is what is motivated apple to stop the use of tracking as opposed to actually using as lost iphone app then that is ok.

However you can expect a large increase in JailBroken IPHONES.

DUMB DUMB DUMB",76083,y,436025836,,2011-06-11T22:42:59Z,Emailing Notification is Stupid and Annoying I agree,P,T
250,376101648,"I&#39;m pleased with this app. Allows you to keep track of your things, plus spy on loved ones if they have the same account. Helps me find my phone when it&#39;s on vibrate. You people are impossible to please",77899,,456855555,,2011-08-27T17:43:56Z,Works fine,A,A
162,376101648,"What's not to like?

Spy on your mate, find your phone in the couch or in a parking lot (like I did), wipe it clean remotely if IRS been stolen.

Just a small part of MobileMe. Get it!!!!",78120,y,336529013,,2010-08-13T23:19:25Z,Kicks A@@,A,A
117,376101648,"This app does what it says. I was playing around with it and was really surprised with it. I sent my iPhone a message and sound, just to test it out, and my phone instantly started beeping (even though it was on silence).  I'm really impressed. And viewing all my family members locations on the large iPad screen is awesome. It feels like something out of a spy movie :)",78285,y,307047353,,2010-06-20T13:25:30Z,Works well. Plain and simple,A,A
158,1143802529,Spying on your kids is an invasion of their privacy and of their friends if you spy on their texts. If you want to make sure they’re safe on the internet teach them about internet safety.,80503,y,3823320164,,2019-02-28T07:28:24Z,Please don’t use this,A,V
82,1143802529,"Stop spying on your kids phones, I get it you want them to be safe but that is a COMPLETE invasion of privacy to your child. And if they know you are spying on them they most likely will lose all your trust. Not only if you spy on them you are also spying on their friends, maybe their friend is gay but has homophobic parents and know you know something personal that they didn't want you to know. Or a friend texted your child opening up that they got raped, and thats not any of your business. So stop! If you want your child to show you what they are doing make a BOND, not a spy parent.",80504,y,3815919421,,2019-02-26T06:16:11Z,Stop,A,V
111,1182397829,"I used to be very frustrated with my ex indulgence in infidelity and feel sad on how to contain the situation or find out the truth. After several apps and false hackers I hired couldn't get me what I need, I was lucky to get the best service from this Real Intelligent hacker via: globaltrackandspy @ gmailcom to hack into my spouse phone since it’s a friend he’s helped that referred him. To my greatest surprise, with the help of this Genius i had access to a clone of the phone and could monitor everything on the phone completely including; Facebook, whats-app, i messages, texts, call logs, emails, deleted conversations, gps and many more. I'm so glad to have contacted the right one.",80645,y,4985321066,,2019-10-20T12:29:39Z,Best Review!,P,A
272,1182397829,"Best smartphone monitoring app ever! So far, it has kept all my ""spying"" tasks safe and secret.",80711,y,4117713358,,2019-05-08T08:44:01Z,👌,A,A
263,1182397829,Don't look any further! mSpy Lite is compatible with the latest iOS versions and can be used to track anyone's cell phone without any trouble.,80712,y,4112934543,,2019-05-07T08:55:56Z,👌,A,A
224,1182397829,"This app takes away people’s right to privacy. Especially children. I don’t care if you’re using this app to keep your kid safe. Or if you’re using it to spy on your partner. This isn’t about safety. It’s about spying. Like one user said, you will eventually push your child away from you by downloading this spying malware and because downloading this app is for spying, your child/partner will no longer trust you. By then you have a broken relationship. These positive reviews are fake. It doesn’t even track iMessage or social media. Because for one, high end social media apps like Snapchat and instagram would never allow this. It goes against their user’s privacy. My mother downloaded this on my phone. And now I don’t trust her with anything because she doesn’t trust me. Why don’t you toxic parents and people of partners take a seat and think before you do stuff?",80721,y,3989078030,,2019-04-09T04:28:20Z,Horrible.,A,V
194,572847748,It wouldn’t be so bad if you didn’t have to sign in everywhere all the time just to keep yourself safe from the people that are spying on your phone. Yes I know spyzie is on my phone and someone is watching every keystroke I make. This app claimed to erase and block it. Still hasn’t. I don’t know how many more apps I have to go through to get this spyware off my new iPhone 10XR! Frustrated!!!,81071,y,4750034444,,2019-09-08T20:37:18Z,It wouldn’t be so bad if,A,V
6,1143802529,"I signed in myself as the child AND parent just to test and see, I was going to spy on my girlfriend because I have my suspicions.... ANYWAYS, I’m pretty good at finding work around and if you’re planning on using this on a smart teen or someone tech savvy, then don’t. If you go to your settings from the child’s phone, you can EASILY remove access from the app and take away its trust permissions, deleting the profile as you have to set it as your own. But overall, it works as it’s supposed to, a little overpriced though.",82836,,4112369624,,2019-05-07T05:26:11Z,Easily Uninstall It From Childs Phone,A,A
194,1143802529,"First, I got wrangled for the 7 day fee tho g. It doesn’t have “superpowers” while trying out but does tell you about apps to worry about (you can figure this out on an instagram meme.) anyway, less than 24x7 house later I was charged an irreversible $140 to spy on my kids. Fine. But it doesn’t tell you anything g more than the home screen. Thanks dumb app. Not only am I locked into a year of the worst app, that does nothing, for $140, it also doesn’t do wa
Hat I was hoping for it to do. If you want to keep tabs on a teen (age 15-17)- and make sure what they text/save/etc is cool, this is NOT the app for you. U
If you want to prevent an 8 year old from social medi and you are dumber thN a rock, this is the app for you.",82912,,3723280283,,2019-02-02T07:25:49Z,This app,A,A
54,1143802529,I love this app. I can use it to stalk my kids and other relatives and what they are saying! Love it,82971,,2733766734,,2018-06-20T20:32:05Z,Perfect,A,A
79,1182397829,This is stupid this is basically spying on us we won’t have any freedom if u have your boyfriend or girlfriend or mom on this...whoever made this should be a shame,83380,,1940608214,,2017-11-22T17:37:24Z,I hate this app,A,V
48,875252906,An app to spy on your children under the ruse of keeping them safe! Come one come all to get your free app for stalking children. Isn't life great ?,100174,y,1322771494,,2016-01-26T16:08:22Z,Stalker app,A,V
58,875252906,An app to spy on your children under the ruse of keeping them safe! Come one come all to get your free app for stalking children. Isn&#39;t life great ?,102878,,1322771494,,2016-01-26T16:08:22Z,Stalker app,A,V
290,994098803,It’s kinda disturbing that there’s apps like this it’s like installing spyware onto your kids phone,105001,,2859975911,,2018-07-08T00:51:11Z,Creepy,A,T
127,914825567,"My mother added this app on my phone without my permission and made no effort to hide it. This may be good for other parents but as a child it’s not good to spy on your child. If you’re this curious, talk to them and give them privacy.",126374,,4155709314,,2019-05-15T21:12:51Z,Not my cup of tea.,A,V
197,618598211,"If it’s shutting down on you, it’s just your wireless network. Mine did that the first night, but once I rest my fiber, it worked just fine. I just use it right now to find some mice that made their way into my attic. Caught those little turds on the motion from my 4s. So, I’m happy with it. Pretty good for spying as well. Especially if you need to record a conversation. Not bad. Not bad at all.👍🏻",127544,y,2206438331,,2018-02-14T10:12:06Z,Does what they say it does.,P,T
276,618598211,"I just needed it to spy on who's tipping the garbage can, low and behold, I got the culprit. 

I easily downloaded the 1 min video, and showed it to my neighbor. 

He's not speaking to me now, lol.  Ya it's my fault your cat is nosey.",129074,y,1101834186,,2014-11-23T15:42:43Z,Works fine for me,A,A
112,618598211,"Wow!  I had an old iphone 4 that was worth very little on resell market. So I researched and discovered this great App. I then used / turned the old iPhone 4 into a ""spy"" camera and home surveillance camera. It's great!  Thanks folks. Everyone should try it.",129287,y,909538342,,2013-12-15T16:59:44Z,Good Use of old iPhone!,A,A
169,1127917970,"My mom read a book about the igenration and how we spend time on our phones way to much.
I'm 17 and I'm hardly on my phone as it is accept for creating plans for friends and get together.
FIRST this terrible app signed me out of all my apps. It was horrific and I was miserable. I had to spend hours logging back in. (The biggest reason it took a couple hours is I forgot all my passwords)

SECOND it moves all my apps around and it's really hard to find stuff.
What if I can't call 911?

THIRD
I'm honestly just not gonna buy my kids a phone now.

FOURTH
this is as close to communism in America as we know it

FIFTH
The creator of this app is most likely Kim Jung Un

SIXTH
My mom might be a KGB spy",130237,y,2997572573,,2018-07-31T18:10:15Z,Injustice,A,V
176,618598211,Awesome app can spy on people or set up in my front window,132832,,952878255,,2014-03-02T13:26:24Z,iPod remote cam,A,A
219,618598211,Now spying on my roommate is one of my 79 daily tasks.,133122,,803805808,,2013-05-13T05:56:04Z,Fantastic,A,A
251,1296178648,Be nice if app showed all movements while spying on driver of car,133564,,4403487530,,2019-07-03T03:29:02Z,Does this thing even move people on map?,A,A
229,316788259,"The free version will only let you connect via WiFi.  It's pretty much only good for using as a baby monitor or whomever you may want to ""spy"" on.  You can only use this version on your home network.

The paid version allows you to connect via 3G and WiFi.  3G is slow but still works.  The rest of the world has 4G why is the US so slow to install this upgrade?  Sure the video is a bit choppy; playing back at around 1 or 2 frames per second.  But hey, the damn thing works over the 3G network!  It's plenty clear for me to see what's going on at home.  Audio is a bit laggy too but you can adjust that in the app.  I just haven't bothered.
Also, if you're phone is connecting through the same WiFi your computer is hooked up to, the app will crash.  And there's no getting around that.  So take your phone over to your buddies place, jump on his WiFi and fire up the AirCam app there with no problems.  You just can't use the same WiFi as your computer.

Now configuring my ATT U-Verse router firewall was a real pain.  If the auto port-forwarding feature doesn't work with your router and you know absolutely nothing about IP addresses, Port configuration and firewalls, prepare to be frustrated and have plenty of time on your hands to manually configure it.  The support provided by senstic is a good reference but there are just so many different routers out there with so many variations of each that their support only provides a good basic detail of how to manually configure.  But if you can see past the obvious differences in the photos they provide, you should be able to configure it with no problem.  Otherwise call over one of your more ""computer savvy"" buds",245971,n,375005675,,2010-12-03T17:53:21Z,Works great despite what others are saying,P,T
200,1055315077,"If you want to spy on your kids with an app that lets kids go over their screen time, constantly say is compromised, mainly focused on selling you the premium price, and let kids arbitrarily turn it off and on then this is the app for you",252368,,1543977275,0,2017-02-14T02:07:43Z,Wow,A,V
205,310633997,"Phone spy 🕵️‍♂️ made easy hack your wife WhatsApp and see all what she’s doing 
+1 (252) 543 9349
WhatsApp 👆",266413,n,3620623141,,2019-01-06T22:42:35Z,WhatsApp,A,A
98,310633997,Ever wonder why your BF/GF knows who you're talking to? There's a way they can see your chat history and contacts thru chrome app. I know because my husband is spying on me and knows who's been texting me. Beware.,289043,n,1483513311,,2016-11-13T04:06:24Z,Isn't hack free,A,V
23,310633997,"My computer is my new what's up convenience ....I don't think so
Anyone can SCAN MY CELL with QR bar code could use my account anywhere , that's what it's call spying 
Don't  like anymore",294481,n,1375563702,,2016-05-08T17:59:09Z,NO SECURE ANYMORE,P,T
219,310633997,"This is the worst update ever! Why would you do this?! It was the best app, now I can&#39;t stalk anymore lol",296397,,1551938127,,2017-02-25T03:59:00Z,New update,A,A
244,310633997,"Why?? It&#39;s very useful while reading previews without entering the group or message.....

I hate there is no privacy in what&#39;s app.... No real stealth mode... So if I enter the app to review something important while being busy, everyone who sees me in the app thinks I am just not responding.... 

STEALTH NEEDED",301807,,1450138777,0,2016-09-15T13:44:43Z,ForceTouch removed!!! :(,A,V
251,310633997,Do not use this app unless you don&#39;t mind psychos and stalkers having full access to you anytime you want. It&#39;s not worth the lack of privacy. If you use this app you are a volunteer to be victimized. You have been warn. I wish I had never used this app.,302619,,1428809382,0.015923337,2016-08-07T18:47:30Z,Stalkers dream app,A,V
271,310633997,"Google Whatsapp hacks. You'll find a few out there that when you allow access to your images and contacts that get synced to the whatsapp database. Anyone who adds you to their contacts in whatsapp can use the hack to get into your images and other private files, even spy your conversations. Will not be using this on my phone.",303753,n,1234509499,,2015-07-28T16:41:51Z,There are known hacks online,P,T
138,310633997,"Very convenient app. It&#39;s truly amazing we can reach out to love ones both family and friends through this app!
Keep doing what u doing!
How ever there is one negative about the App! The stalker look at the time stamp to monitor other people not nice please improve on that we need a sense of privacy from theses stalker",368787,,694859884,,2012-11-21T05:31:54Z,What's app,A,V
164,310633997,"No security, anyone can spy your msgs, pictures and videos",376035,n,514429743,,2012-01-19T13:36:06Z,Bad,P,T
226,310633997,Please remove the &#34;online&#34; &#34;last scene&#34; status. It&#39;s annoying and meant for stalkers.,391059,,466666245,0.039960227,2011-09-29T17:59:02Z,I love this app but...,P,T
46,296273730,This is the best spy app ever. Fast push notifications and recordings,403824,y,1112202146,,2014-12-12T23:28:03Z,AWSOME!!,A,A
73,296273730,5.00 and a webcam and you've got security and spy stuff ready to go. Very cool. Only problem is that it never loads up when I'm on the 4G network. Wifi is dope.,404452,y,763566558,,2013-03-04T14:36:25Z,Icam please make it work over 4G,A,A
225,870161082,"The only problems are disappearing places (recreating them gets OLD fast), which is an app problem, and, crazy stalker people, which is a humanity problem.",405348,,1302397480,0.0488152,2015-12-18T13:45:35Z,Love this form of social media,A,V
194,296273730,"Made up word

I use it to protect my ""playroom"" well am a spy kid ( in my home ) but I have about 10 Electronic Devices in there an I now use my iPhone, iPod, and iPad to watch people

So yeah it's A+wesome",405446,y,568240892,,2012-04-22T01:04:13Z,Beastlyness,A,A
246,296273730,"This is one of THE BEST apps you can buy for the iPhone. Amazing!  I have used it for baby monitoring while out in the yard or at a neighbors house. I love the push-on-motion add on. Worth every penny if you are considering. I have also used it to monitor my home while we were in the process of selling and had many people in our home. The audio is crystal clear. You do have a little bit better video when on wifi but even on 3G it is actually just fine. I use this app with my built in web cam and with my external webcam at the same time so I can monitor both my kids at the same time. It even works with multiple cameras on multiple different computers on completely separate networks. Just use same log in and password on all cameras and on all computers and you can see all cameras at same time. I buggy recommend this if you want to monitor, or have some fun spying.",406485,y,348898174,,2010-09-15T19:18:20Z,One of the best App. Worth Every cent!!,A,A
27,296273730,"Push notification is the best thing. Hope the speed of the push notification is instant without any delay especially in the time of emergency. I saw this on the tv report when some dude saw his own home getting robbed. Decided to give it a try. This one is good. I have 2 kids so helps in monitoring them and when they grow up may be spying on them. Lol.

Update : works beautifully on 3G and also edge!!  Hate when ppl give fake reviews. I am in no way related to the company or the developer of this app.",406508,y,342836376,,2010-08-30T02:08:27Z,Amazing app.,P,T
2,296273730,"Best spy app so far
There is nothing I would change
Fast easy to use ",406513,y,342055073,,2010-08-27T22:16:42Z,Love it,A,A
290,296273730,This is an awesome app and the tech support team is great as well! A must have app for the spy in all of us lol!,406964,y,87896497,,2009-07-25T03:48:27Z,Great App!,A,A
100,1050267310,Looking for something to make sense of the ridiculous spying my spouse has been doing.... and how he was doing. After months of torment I'm finally getting sick of it and decided to beat him at his own game. So I started here. Awesome.... I typically would resort to using something like this but I did and I started with this app and it's very user friendly. Check it out if ur husband is a cheating A;&;&;&hole,410669,n,1584763833,,2017-04-09T15:00:17Z,1st time user,A,A
55,296273730,"Made up word

I use it to protect my &#34;playroom&#34; well am a spy kid ( in my home ) but I have about 10 Electronic Devices in there an I now use my iPhone, iPod, and iPad to watch people

So yeah it&#39;s A+wesome",415789,,568240892,,2012-04-22T01:04:13Z,Beastlyness,A,A
49,296273730,Awesome!!! Good for spying! Lol,416378,,489344059,,2011-12-01T03:48:17Z,Awesome app!!! :),A,A
181,296273730,"Now I can spy on my brother and cousin!

",417199,,134934441,,2009-10-17T00:06:46Z,This works FANTASTIC!,A,A
141,296273730,"Now that this app has sound, I can spy on my kids and secure my home at the same time.",417476,,41564944,,2009-03-28T11:28:46Z,Great app,A,A
299,1050267310,Excellent spy app 2 thumbs up,419215,,3509187996,,2018-12-08T21:50:24Z,,A,A
219,1050267310,Love this app works well to spy on people that are spreading lies and rumors about you because they can’t handle what they want. I recommend this app for everyone!,419323,,3374282322,,2018-11-03T01:20:34Z,Free,A,A
200,1050267310,Looking for something to make sense of the ridiculous spying my spouse has been doing.... and how he was doing. After months of torment I&#39;m finally getting sick of it and decided to beat him at his own game. So I started here. Awesome.... I typically would resort to using something like this but I did and I started with this app and it&#39;s very user friendly. Check it out if ur husband is a cheating A;&amp;;&amp;;&amp;hole,421230,,1584763833,,2017-04-09T15:00:17Z,1st time user,A,A
276,317435796,"You'll use it one time to feel that spy on your neighbor feeling only to find you don't know any of them. To make mattress worse it's all free on line. Would be a great app for a guy selling facial reconstructive surgery out of a van. Lol

Update: it did work on Aug1st but has stoped delivering any results at all.",431330,n,140057858,,2009-10-28T02:37:39Z,Silly UPDATE,P,T
19,428767956,"Neat little app that I use between my Mac, iPad, and iPod touch. Since my iPod is tiny, I place the touch somewhere when no one notices, launch Air Beam, then go to my iPad or Mac and start spying on people. Can't believe I got this app when it was free!",465994,y,454301381,,2011-08-18T18:32:42Z,Great!,A,A
182,428767956,"With this app, I can spy on my family without them knowing it! It's such an awesome app!",465996,y,453691150,,2011-08-16T16:20:04Z,Fly on the wall!,A,A
249,838848566,This app is great for stalking your friends to death and just to be a pervert (like me) 😂😂,475425,,1709872719,,2017-08-02T17:51:38Z,IDK,A,A
235,838848566,Finally a good app to locate and stalk friends!,475620,,1384360225,,2016-05-26T13:09:15Z,To the point,A,A
